ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_symbols
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,Mar-97,30/18842,0.1,19.42474227,7.265067996,0.000485442,0.005169367,0.003766383,6373/3627/57214,3,CXCL11/CXCL10/CEMIP
GO:0032945,negative regulation of mononuclear cell proliferation,Apr-97,71/18842,0.056338028,10.94351677,6.038382219,0.000492442,0.005218452,0.003802146,29126/259307/3586/941,4,CD274/IL4I1/IL10/CD80
GO:0035710,"CD4-positive, alpha-beta T cell activation",May-97,127/18842,0.039370079,7.647536326,5.407079855,0.000504796,0.005323525,0.003878702,29126/6775/9021/3586/941,5,CD274/STAT4/SOCS3/IL10/CD80
GO:0060759,regulation of response to cytokine stimulus,Jun-97,196/18842,0.030612245,5.946349674,5.007432804,0.000529023,0.005552195,0.00404531,9636/3656/64135/958/54625/3554,6,ISG15/IRAK2/IFIH1/CD40/PARP14/IL1R1
GO:0002366,leukocyte activation involved in immune response,Jul-97,274/18842,0.025547445,4.962525397,4.752913341,0.000536869,0.005607586,0.004085668,6775/9021/3586/8013/941/3554/3456,7,STAT4/SOCS3/IL10/NR4A3/CD80/IL1R1/IFNB1
GO:0050670,regulation of lymphocyte proliferation,Jun-97,198/18842,0.03030303,5.886285536,4.972067426,0.000558085,0.005801426,0.004226899,29126/259307/3586/7412/10148/941,6,CD274/IL4I1/IL10/VCAM1/EBI3/CD80
GO:2001234,negative regulation of apoptotic signaling pathway,Jun-97,199/18842,0.030150754,5.856706211,4.954565694,0.000573074,0.005929009,0.004319856,6714/4929/3084/57007/3586/6615,6,SRC/NR4A2/NRG1/ACKR3/IL10/SNAI1
GO:0030099,myeloid cell differentiation,Aug-97,364/18842,0.021978022,4.269174125,4.530606908,0.000582344,0.005976829,0.004354697,6714/9636/3624/1236/1440/3665/7130/7422,8,SRC/ISG15/INHBA/CCR7/CSF3/IRF7/TNFAIP6/VEGFA
GO:0032944,regulation of mononuclear cell proliferation,Jun-97,200/18842,0.03,5.82742268,4.937182626,0.000588375,0.005976829,0.004354697,29126/259307/3586/7412/10148/941,6,CD274/IL4I1/IL10/VCAM1/EBI3/CD80
GO:0022602,ovulation cycle process,Mar-97,32/18842,0.09375,18.21069588,7.009291818,0.000588648,0.005976829,0.004354697,3624/7130/4327,3,INHBA/TNFAIP6/MMP19
GO:0090022,regulation of neutrophil chemotaxis,Mar-97,32/18842,0.09375,18.21069588,7.009291818,0.000588648,0.005976829,0.004354697,1236/7130/3576,3,CCR7/TNFAIP6/CXCL8
GO:0002263,cell activation involved in immune response,Jul-97,279/18842,0.025089606,4.87359125,4.689072309,0.000597615,0.006039786,0.004400567,6775/9021/3586/8013/941/3554/3456,7,STAT4/SOCS3/IL10/NR4A3/CD80/IL1R1/IFNB1
GO:0031623,receptor internalization,May-97,132/18842,0.037878788,7.35785692,5.272977783,0.0006019,0.006055054,0.004411691,3690/3084/57007/7422/3576,5,ITGB3/NRG1/ACKR3/VEGFA/CXCL8
GO:0042100,B cell proliferation,Apr-97,75/18842,0.053333333,10.35986254,5.842487543,0.000606421,0.00607256,0.004424446,958/3586/10148/3456,4,CD40/IL10/EBI3/IFNB1
GO:0032729,positive regulation of type II interferon production,Apr-97,76/18842,0.052631579,10.22354856,5.795809446,0.000637606,0.006355682,0.004630728,9636/5142/10148/3554,4,ISG15/PDE4B/EBI3/IL1R1
GO:0008406,gonad development,May-97,135/18842,0.037037037,7.194348988,5.195837983,0.000666517,0.006613671,0.004818698,3624/10046/7130/7422/4327,5,INHBA/MAMLD1/TNFAIP6/VEGFA/MMP19
GO:1903169,regulation of calcium ion transmembrane transport,May-97,136/18842,0.036764706,7.141449363,5.170648127,0.00068917,0.006807501,0.004959922,6373/3627/3690/57214/5142,5,CXCL11/CXCL10/ITGB3/CEMIP/PDE4B
GO:0002825,regulation of T-helper 1 type immune response,Mar-97,34/18842,0.088235294,17.13947847,6.775678125,0.000704903,0.006931545,0.0050503,10148/941/3554,3,EBI3/CD80/IL1R1
GO:0032479,regulation of type I interferon production,May-97,137/18842,0.03649635,7.089321996,5.145712129,0.000712394,0.00694266,0.005058398,9636/3665/64135/3586/4939,5,ISG15/IRF7/IFIH1/IL10/OAS2
GO:0032606,type I interferon production,May-97,137/18842,0.03649635,7.089321996,5.145712129,0.000712394,0.00694266,0.005058398,9636/3665/64135/3586/4939,5,ISG15/IRF7/IFIH1/IL10/OAS2
GO:0045137,development of primary sexual characteristics,May-97,138/18842,0.036231884,7.037950097,5.121025462,0.000736199,0.007142763,0.005204193,3624/10046/7130/7422/4327,5,INHBA/MAMLD1/TNFAIP6/VEGFA/MMP19
GO:0043330,response to exogenous dsRNA,Mar-97,35/18842,0.085714286,16.64977909,6.666188512,0.000768121,0.007408571,0.005397859,64135/3434/3456,3,IFIH1/IFIT1/IFNB1
GO:0032481,positive regulation of type I interferon production,Apr-97,80/18842,0.05,9.712371134,5.617420239,0.000773777,0.007408571,0.005397859,9636/3665/64135/4939,4,ISG15/IRF7/IFIH1/OAS2
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,Apr-97,80/18842,0.05,9.712371134,5.617420239,0.000773777,0.007408571,0.005397859,3084/3586/54625/941,4,NRG1/IL10/PARP14/CD80
GO:0002287,alpha-beta T cell activation involved in immune response,Apr-97,81/18842,0.049382716,9.592465318,5.574776044,0.000810789,0.007729051,0.00563136,6775/9021/3586/941,4,STAT4/SOCS3/IL10/CD80
GO:1902105,regulation of leukocyte differentiation,Jul-97,295/18842,0.023728814,4.609260877,4.494563965,0.000829597,0.007873955,0.005736937,3624/3665/259307/3586/7130/941/3456,7,INHBA/IRF7/IL4I1/IL10/TNFAIP6/CD80/IFNB1
GO:0045063,T-helper 1 cell differentiation,Mar-97,36/18842,0.083333333,16.18728522,6.561124871,0.000834836,0.007879602,0.005741051,6775/3586/941,3,STAT4/IL10/CD80
GO:0031960,response to corticosteroid,May-97,142/18842,0.035211268,6.839697982,5.024685399,0.000837411,0.007879602,0.005741051,374/3624/654/3586/1843,5,AREG/INHBA/BMP6/IL10/DUSP1
GO:1903038,negative regulation of leukocyte cell-cell adhesion,May-97,144/18842,0.034722222,6.744702176,4.977901586,0.000891743,0.008354828,0.006087299,29126/259307/3586/941/3456,5,CD274/IL4I1/IL10/CD80/IFNB1
GO:0031348,negative regulation of defense response,Jul-97,300/18842,0.023333333,4.532439863,4.43662003,0.000915089,0.008536924,0.006219974,6714/9636/3586/7130/8013/54625/3554,7,SRC/ISG15/IL10/TNFAIP6/NR4A3/PARP14/IL1R1
GO:0018193,peptidyl-amino acid modification,Aug-97,391/18842,0.020460358,3.97437182,4.275321724,0.000926879,0.008610118,0.006273303,6714/55214/57214/3084/64135/3586/54625/941,8,SRC/P3H2/CEMIP/NRG1/IFIH1/IL10/PARP14/CD80
GO:0001934,positive regulation of protein phosphorylation,Jun-97,219/18842,0.02739726,5.321847197,4.627663409,0.000944316,0.008698067,0.006337382,57214/3084/3586/54625/7422/941,6,CEMIP/NRG1/IL10/PARP14/VEGFA/CD80
GO:0002703,regulation of leukocyte mediated immunity,Jun-97,219/18842,0.02739726,5.321847197,4.627663409,0.000944316,0.008698067,0.006337382,29126/259307/3586/941/3554/3456,6,CD274/IL4I1/IL10/CD80/IL1R1/IFNB1
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,Apr-97,85/18842,0.047058824,9.141055185,5.411324673,0.000971395,0.00887262,0.00646456,602/9021/3586/54625,4,BCL3/SOCS3/IL10/PARP14
GO:0071887,leukocyte apoptotic process,Apr-97,85/18842,0.047058824,9.141055185,5.411324673,0.000971395,0.00887262,0.00646456,1236/3665/29126/3586,4,CCR7/IRF7/CD274/IL10
GO:0002292,T cell differentiation involved in immune response,Apr-97,86/18842,0.046511628,9.034763846,5.372140344,0.001014799,0.009230439,0.006725266,6775/9021/3586/941,4,STAT4/SOCS3/IL10/CD80
GO:0032733,positive regulation of interleukin-10 production,Mar-97,39/18842,0.076923077,14.94210944,6.269636143,0.001056701,0.009479478,0.006906715,9636/29126/10148,3,ISG15/CD274/EBI3
GO:0043331,response to dsRNA,Mar-97,39/18842,0.076923077,14.94210944,6.269636143,0.001056701,0.009479478,0.006906715,64135/3434/3456,3,IFIH1/IFIT1/IFNB1
GO:1904893,negative regulation of receptor signaling pathway via STAT,Mar-97,39/18842,0.076923077,14.94210944,6.269636143,0.001056701,0.009479478,0.006906715,602/9021/54625,3,BCL3/SOCS3/PARP14
GO:0042102,positive regulation of T cell proliferation,Apr-97,87/18842,0.045977011,8.930915985,5.333589178,0.001059548,0.009479478,0.006906715,29126/7412/10148/941,4,CD274/VCAM1/EBI3/CD80
GO:0003222,ventricular trabecula myocardium morphogenesis,Feb-97,10/18842,0.2,38.84948454,8.612056415,0.001149056,0.010155418,0.007399203,3084/54567,2,NRG1/DLL4
GO:0034354,'de novo' NAD+ biosynthetic process from L-tryptophan,Feb-97,10/18842,0.2,38.84948454,8.612056415,0.001149056,0.010155418,0.007399203,8942/8564,2,KYNU/KMO
GO:0035747,natural killer cell chemotaxis,Feb-97,10/18842,0.2,38.84948454,8.612056415,0.001149056,0.010155418,0.007399203,6351/6347,2,CCL4/CCL2
GO:0001704,formation of primary germ layer,Apr-97,90/18842,0.044444444,8.633218786,5.221560178,0.001202095,0.010553009,0.007688886,3690/3624/1843/6615,4,ITGB3/INHBA/DUSP1/SNAI1
GO:0046496,nicotinamide nucleotide metabolic process,May-97,154/18842,0.032467532,6.306734503,4.756652528,0.00120371,0.010553009,0.007688886,6714/10135/8942/54625/8564,5,SRC/NAMPT/KYNU/PARP14/KMO
GO:1902622,regulation of neutrophil migration,Mar-97,41/18842,0.073170732,14.21322605,6.092638887,0.001223431,0.010682996,0.007783594,1236/7130/3576,3,CCR7/TNFAIP6/CXCL8
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,Apr-97,91/18842,0.043956044,8.53834825,5.185370534,0.001252453,0.010892848,0.007936491,330/602/57007/6615,4,BIRC3/BCL3/ACKR3/SNAI1
GO:0048545,response to steroid hormone,Jul-97,317/18842,0.022082019,4.289375264,4.248729328,0.001258999,0.010906329,0.007946314,6714/374/3624/654/3586/1843/8013,7,SRC/AREG/INHBA/BMP6/IL10/DUSP1/NR4A3
GO:0009072,aromatic amino acid metabolic process,Mar-97,42/18842,0.071428571,13.87481591,6.008718632,0.00131265,0.011326146,0.008252191,8942/259307/8564,3,KYNU/IL4I1/KMO
GO:0010594,regulation of endothelial cell migration,Jun-97,234/18842,0.025641026,4.980703146,4.407709783,0.001327249,0.011407023,0.008311118,3690/10563/54567/958/4233/7422,6,ITGB3/CXCL13/DLL4/CD40/MET/VEGFA
GO:0048732,gland development,Jun-97,236/18842,0.025423729,4.938493797,4.379805035,0.001386137,0.011752051,0.008562504,6714/3084/3586/4939/4233/7422,6,SRC/NRG1/IL10/OAS2/MET/VEGFA
GO:0002835,negative regulation of response to tumor cell,Feb-97,11/18842,0.181818182,35.31771321,8.189796509,0.001399695,0.011752051,0.008562504,29126/259307,2,CD274/IL4I1
GO:0002838,negative regulation of immune response to tumor cell,Feb-97,11/18842,0.181818182,35.31771321,8.189796509,0.001399695,0.011752051,0.008562504,29126/259307,2,CD274/IL4I1
GO:0033625,positive regulation of integrin activation,Feb-97,11/18842,0.181818182,35.31771321,8.189796509,0.001399695,0.011752051,0.008562504,6714/10563,2,SRC/CXCL13
GO:0039530,MDA-5 signaling pathway,Feb-97,11/18842,0.181818182,35.31771321,8.189796509,0.001399695,0.011752051,0.008562504,3665/64135,2,IRF7/IFIH1
GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin,Feb-97,11/18842,0.181818182,35.31771321,8.189796509,0.001399695,0.011752051,0.008562504,654/7422,2,BMP6/VEGFA
GO:0042093,T-helper cell differentiation,Apr-97,94/18842,0.042553191,8.265847774,5.080048618,0.001412367,0.011813014,0.008606922,6775/9021/3586/941,4,STAT4/SOCS3/IL10/CD80
GO:0007204,positive regulation of cytosolic calcium ion concentration,May-97,160/18842,0.03125,6.070231959,4.633095534,0.001425934,0.011880969,0.008656434,1236/10563/57007/6347/3576,5,CCR7/CXCL13/ACKR3/CCL2/CXCL8
GO:0002367,cytokine production involved in immune response,Apr-97,96/18842,0.041666667,8.093642612,5.012400146,0.001526568,0.012623096,0.009197144,3586/8013/3554/3456,4,IL10/NR4A3/IL1R1/IFNB1
GO:0002718,regulation of cytokine production involved in immune response,Apr-97,96/18842,0.041666667,8.093642612,5.012400146,0.001526568,0.012623096,0.009197144,3586/8013/3554/3456,4,IL10/NR4A3/IL1R1/IFNB1
GO:0010959,regulation of metal ion transport,Jul-97,332/18842,0.021084337,4.095578189,4.093574796,0.001640067,0.013510442,0.009843662,6373/3627/3690/57214/6351/6347/5142,7,CXCL11/CXCL10/ITGB3/CEMIP/CCL4/CCL2/PDE4B
GO:0002443,leukocyte mediated immunity,Aug-97,429/18842,0.018648019,3.62232956,3.952289601,0.001671151,0.013660521,0.009953009,29126/259307/958/3586/8013/941/3554/3456,8,CD274/IL4I1/CD40/IL10/NR4A3/CD80/IL1R1/IFNB1
GO:0050930,induction of positive chemotaxis,Feb-97,12/18842,0.166666667,32.37457045,7.820569342,0.001674007,0.013660521,0.009953009,7422/3576,2,VEGFA/CXCL8
GO:0072524,pyridine-containing compound metabolic process,May-97,166/18842,0.030120482,5.850825984,4.515677586,0.001677059,0.013660521,0.009953009,6714/10135/8942/54625/8564,5,SRC/NAMPT/KYNU/PARP14/KMO
GO:0048608,reproductive structure development,May-97,167/18842,0.02994012,5.815791098,4.49666661,0.001721876,0.013973438,0.010180999,3624/10046/7130/7422/4327,5,INHBA/MAMLD1/TNFAIP6/VEGFA/MMP19
GO:0051701,biological process involved in interaction with host,May-97,168/18842,0.029761905,5.781173294,4.477809034,0.001767566,0.014237607,0.010373471,6714/3690/941/3576/3434,5,SRC/ITGB3/CD80/CXCL8/IFIT1
GO:0061458,reproductive system development,May-97,168/18842,0.029761905,5.781173294,4.477809034,0.001767566,0.014237607,0.010373471,3624/10046/7130/7422/4327,5,INHBA/MAMLD1/TNFAIP6/VEGFA/MMP19
GO:0002042,cell migration involved in sprouting angiogenesis,Apr-97,100/18842,0.04,7.769896907,4.882803059,0.001773994,0.014237607,0.010373471,1960/54567/3164/7422,4,EGR3/DLL4/NR4A1/VEGFA
GO:0007548,sex differentiation,May-97,169/18842,0.029585799,5.746965168,4.459102631,0.001814141,0.014499635,0.010564384,3624/10046/7130/7422/4327,5,INHBA/MAMLD1/TNFAIP6/VEGFA/MMP19
GO:0048008,platelet-derived growth factor receptor signaling pathway,Mar-97,47/18842,0.063829787,12.39877166,5.628347942,0.001819927,0.014499635,0.010564384,8013/7422/3554,3,NR4A3/VEGFA/IL1R1
GO:0002449,lymphocyte mediated immunity,Jul-97,339/18842,0.020648968,4.011008728,4.024258857,0.001846113,0.014654779,0.010677422,29126/259307/958/3586/941/3554/3456,7,CD274/IL4I1/CD40/IL10/CD80/IL1R1/IFNB1
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,Apr-97,102/18842,0.039215686,7.617545987,4.820669749,0.001907575,0.015087815,0.01099293,6714/57007/3586/6615,4,SRC/ACKR3/IL10/SNAI1
GO:0042698,ovulation cycle,Mar-97,48/18842,0.0625,12.14046392,5.559162938,0.001934059,0.015242059,0.011105312,3624/7130/4327,3,INHBA/TNFAIP6/MMP19
GO:0000101,sulfur amino acid transport,Feb-97,13/18842,0.153846154,29.88421887,7.494001837,0.001971746,0.015317873,0.01116055,124935/23657,2,SLC43A2/SLC7A11
GO:0010819,regulation of T cell chemotaxis,Feb-97,13/18842,0.153846154,29.88421887,7.494001837,0.001971746,0.015317873,0.01116055,3627/10563,2,CXCL10/CXCL13
GO:0035771,interleukin-4-mediated signaling pathway,Feb-97,13/18842,0.153846154,29.88421887,7.494001837,0.001971746,0.015317873,0.01116055,958/54625,2,CD40/PARP14
GO:0070230,positive regulation of lymphocyte apoptotic process,Feb-97,13/18842,0.153846154,29.88421887,7.494001837,0.001971746,0.015317873,0.01116055,29126/3586,2,CD274/IL10
GO:0045446,endothelial cell differentiation,Apr-97,104/18842,0.038461538,7.471054718,4.760200483,0.002047971,0.01572187,0.0114549,3084/654/4233/7422,4,NRG1/BMP6/MET/VEGFA
GO:1904892,regulation of receptor signaling pathway via STAT,Apr-97,104/18842,0.038461538,7.471054718,4.760200483,0.002047971,0.01572187,0.0114549,602/9021/3586/54625,4,BCL3/SOCS3/IL10/PARP14
GO:0002686,negative regulation of leukocyte migration,Mar-97,49/18842,0.06122449,11.89269935,5.492001149,0.002052557,0.01572187,0.0114549,6347/1843/7130,3,CCL2/DUSP1/TNFAIP6
GO:0070741,response to interleukin-6,Mar-97,49/18842,0.06122449,11.89269935,5.492001149,0.002052557,0.01572187,0.0114549,6714/6775/9021,3,SRC/STAT4/SOCS3
GO:0043270,positive regulation of monoatomic ion transport,May-97,174/18842,0.028735632,5.581822491,4.367763425,0.002060628,0.015728499,0.01145973,6373/3627/57214/6351/6347,5,CXCL11/CXCL10/CEMIP/CCL4/CCL2
GO:0031401,positive regulation of protein modification process,Jul-97,346/18842,0.020231214,3.929861152,3.956774498,0.002071757,0.015758344,0.011481476,330/57214/3084/3586/54625/7422/941,7,BIRC3/CEMIP/NRG1/IL10/PARP14/VEGFA/CD80
GO:0097553,calcium ion transmembrane import into cytosol,May-97,176/18842,0.028409091,5.51839269,4.332212939,0.002165769,0.016416228,0.011960807,6373/3627/3690/57214/1236,5,CXCL11/CXCL10/ITGB3/CEMIP/CCR7
GO:0043114,regulation of vascular permeability,Mar-97,50/18842,0.06,11.65484536,5.426761944,0.002175481,0.016432783,0.011972869,6714/654/7422,3,SRC/BMP6/VEGFA
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",Apr-97,107/18842,0.037383178,7.261585895,4.672448273,0.002271726,0.016965761,0.012361195,6775/9021/3586/941,4,STAT4/SOCS3/IL10/CD80
GO:0050864,regulation of B cell activation,Apr-97,107/18842,0.037383178,7.261585895,4.672448273,0.002271726,0.016965761,0.012361195,3624/259307/3586/10148,4,INHBA/IL4I1/IL10/EBI3
GO:0045765,regulation of angiogenesis,Jul-97,352/18842,0.019886364,3.862874883,3.900321114,0.002281697,0.016965761,0.012361195,3627/3690/10563/958/3586/7422/3576,7,CXCL10/ITGB3/CXCL13/CD40/IL10/VEGFA/CXCL8
GO:0002544,chronic inflammatory response,Feb-97,14/18842,0.142857143,27.74963181,7.202360432,0.00229267,0.016965761,0.012361195,10563/7412,2,CXCL13/VCAM1
GO:0044342,type B pancreatic cell proliferation,Feb-97,14/18842,0.142857143,27.74963181,7.202360432,0.00229267,0.016965761,0.012361195,8013/3164,2,NR4A3/NR4A1
GO:1900748,positive regulation of vascular endothelial growth factor signaling pathway,Feb-97,14/18842,0.142857143,27.74963181,7.202360432,0.00229267,0.016965761,0.012361195,3690/7422,2,ITGB3/VEGFA
GO:0030225,macrophage differentiation,Mar-97,51/18842,0.058823529,11.42631898,5.363351604,0.002302885,0.016983779,0.012374323,3624/1440/7422,3,INHBA/CSF3/VEGFA
GO:0043534,blood vessel endothelial cell migration,May-97,179/18842,0.027932961,5.425905661,4.27989446,0.002330753,0.017131424,0.012481897,1960/54567/958/3164/7422,5,EGR3/DLL4/CD40/NR4A1/VEGFA
GO:0048598,embryonic morphogenesis,Jul-97,354/18842,0.019774011,3.841050731,3.881778704,0.002355215,0.017253133,0.012570573,3690/3624/54567/3586/1843/8013/6615,7,ITGB3/INHBA/DLL4/IL10/DUSP1/NR4A3/SNAI1
GO:0034341,response to type II interferon,Apr-97,109/18842,0.036697248,7.128345786,4.615810428,0.002429924,0.017740881,0.012925945,8942/958/6347/54625,4,KYNU/CD40/CCL2/PARP14
GO:0044403,biological process involved in symbiotic interaction,May-97,181/18842,0.027624309,5.365950903,4.245665728,0.002445711,0.017796621,0.012966557,6714/3690/941/3576/3434,5,SRC/ITGB3/CD80/CXCL8/IFIT1
GO:0001959,regulation of cytokine-mediated signaling pathway,May-97,184/18842,0.027173913,5.278462573,4.19526331,0.002625809,0.018932764,0.013794347,9636/3656/958/54625/3554,5,ISG15/IRAK2/CD40/PARP14/IL1R1
GO:0032695,negative regulation of interleukin-12 production,Feb-97,15/18842,0.133333333,25.89965636,6.939745455,0.002636537,0.018932764,0.013794347,1236/3586,2,CCR7/IL10
GO:0043650,dicarboxylic acid biosynthetic process,Feb-97,15/18842,0.133333333,25.89965636,6.939745455,0.002636537,0.018932764,0.013794347,8942/8564,2,KYNU/KMO
GO:2001028,positive regulation of endothelial cell chemotaxis,Feb-97,15/18842,0.133333333,25.89965636,6.939745455,0.002636537,0.018932764,0.013794347,4233/7422,2,MET/VEGFA
GO:1901342,regulation of vasculature development,Jul-97,362/18842,0.019337017,3.756165632,3.808936516,0.002667765,0.019094202,0.01391197,3627/3690/10563/958/3586/7422/3576,7,CXCL10/ITGB3/CXCL13/CD40/IL10/VEGFA/CXCL8
GO:0045766,positive regulation of angiogenesis,May-97,185/18842,0.027027027,5.249930343,4.178706704,0.002687926,0.019175631,0.013971299,3690/958/3586/7422/3576,5,ITGB3/CD40/IL10/VEGFA/CXCL8
GO:0050856,regulation of T cell receptor signaling pathway,Mar-97,54/18842,0.055555556,10.79152348,5.183248056,0.002712536,0.019288164,0.01405329,1236/29126/941,3,CCR7/CD274/CD80
GO:0097191,extrinsic apoptotic signaling pathway,May-97,186/18842,0.02688172,5.221704911,4.162269521,0.002751103,0.019498891,0.014206825,6714/330/467/3624/3084,5,SRC/BIRC3/ATF3/INHBA/NRG1
GO:0006898,receptor-mediated endocytosis,Jun-97,271/18842,0.022140221,4.300680945,3.937002277,0.002776482,0.019615084,0.014291483,3690/1236/3084/57007/7422/3576,6,ITGB3/CCR7/NRG1/ACKR3/VEGFA/CXCL8
GO:0030183,B cell differentiation,Apr-97,114/18842,0.035087719,6.815699041,4.480265684,0.002858276,0.019999705,0.014571716,3624/259307/3586/7412,4,INHBA/IL4I1/IL10/VCAM1
GO:0002548,monocyte chemotaxis,Mar-97,55/18842,0.054545455,10.59531396,5.126334444,0.00285841,0.019999705,0.014571716,3627/6347/1843,3,CXCL10/CCL2/DUSP1
GO:1904427,positive regulation of calcium ion transmembrane transport,Mar-97,55/18842,0.054545455,10.59531396,5.126334444,0.00285841,0.019999705,0.014571716,6373/3627/57214,3,CXCL11/CXCL10/CEMIP
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,May-97,188/18842,0.026595745,5.166154859,4.129747195,0.002880678,0.02009112,0.014638321,6714/1236/1440/7422/3554,5,SRC/CCR7/CSF3/VEGFA/IL1R1
GO:0045637,regulation of myeloid cell differentiation,May-97,189/18842,0.026455026,5.138820706,4.113659014,0.002947097,0.020423849,0.014880746,9636/3624/1440/3665/7130,5,ISG15/INHBA/CSF3/IRF7/TNFAIP6
GO:1904018,positive regulation of vasculature development,May-97,189/18842,0.026455026,5.138820706,4.113659014,0.002947097,0.020423849,0.014880746,3690/958/3586/7422/3576,5,ITGB3/CD40/IL10/VEGFA/CXCL8
GO:0002285,lymphocyte activation involved in immune response,May-97,191/18842,0.02617801,5.085011065,4.081821222,0.003083249,0.021299786,0.015518951,6775/9021/3586/941/3456,5,STAT4/SOCS3/IL10/CD80/IFNB1
GO:0048010,vascular endothelial growth factor receptor signaling pathway,Mar-97,57/18842,0.052631579,10.22354856,5.016779191,0.003164448,0.021791764,0.015877404,6714/3690/7422,3,SRC/ITGB3/VEGFA
GO:0045619,regulation of lymphocyte differentiation,May-97,193/18842,0.025906736,5.03231665,4.050425314,0.00322389,0.022131295,0.016124786,3624/259307/3586/941/3456,5,INHBA/IL4I1/IL10/CD80/IFNB1
GO:0033623,regulation of integrin activation,Feb-97,17/18842,0.117647059,22.85263796,6.484193381,0.003392141,0.022925831,0.016703682,6714/10563,2,SRC/CXCL13
GO:0042537,benzene-containing compound metabolic process,Feb-97,17/18842,0.117647059,22.85263796,6.484193381,0.003392141,0.022925831,0.016703682,8942/8564,2,KYNU/KMO
GO:0043117,positive regulation of vascular permeability,Feb-97,17/18842,0.117647059,22.85263796,6.484193381,0.003392141,0.022925831,0.016703682,654/7422,2,BMP6/VEGFA
GO:0050862,positive regulation of T cell receptor signaling pathway,Feb-97,17/18842,0.117647059,22.85263796,6.484193381,0.003392141,0.022925831,0.016703682,1236/941,2,CCR7/CD80
GO:0140131,positive regulation of lymphocyte chemotaxis,Feb-97,17/18842,0.117647059,22.85263796,6.484193381,0.003392141,0.022925831,0.016703682,6351/10563,2,CCL4/CXCL13
GO:0050671,positive regulation of lymphocyte proliferation,Apr-97,120/18842,0.033333333,6.474914089,4.327996799,0.003437292,0.023159283,0.016873774,29126/7412/10148/941,4,CD274/VCAM1/EBI3/CD80
GO:1901654,response to ketone,May-97,197/18842,0.025380711,4.930137631,3.988915149,0.003518974,0.023636675,0.0172216,6714/3624/653361/1236/1843,5,SRC/INHBA/NCF1/CCR7/DUSP1
GO:0032946,positive regulation of mononuclear cell proliferation,Apr-97,121/18842,0.033057851,6.421402403,4.303630007,0.00354098,0.023711533,0.017276142,29126/7412/10148/941,4,CD274/VCAM1/EBI3/CD80
GO:0002040,sprouting angiogenesis,May-97,198/18842,0.025252525,4.905237946,3.973796914,0.003595681,0.024004191,0.017489372,1960/54567/3586/3164/7422,5,EGR3/DLL4/IL10/NR4A1/VEGFA
GO:0043269,regulation of monoatomic ion transport,Jul-97,383/18842,0.018276762,3.550213992,3.627162775,0.003640923,0.024065355,0.017533935,6373/3627/3690/57214/6351/6347/5142,7,CXCL11/CXCL10/ITGB3/CEMIP/CCL4/CCL2/PDE4B
GO:0051384,response to glucocorticoid,Apr-97,122/18842,0.032786885,6.368767957,4.279536614,0.003646777,0.024065355,0.017533935,374/654/3586/1843,4,AREG/BMP6/IL10/DUSP1
GO:0032613,interleukin-10 production,Mar-97,60/18842,0.05,9.712371134,4.862237786,0.003659962,0.024065355,0.017533935,9636/29126/10148,3,ISG15/CD274/EBI3
GO:0032653,regulation of interleukin-10 production,Mar-97,60/18842,0.05,9.712371134,4.862237786,0.003659962,0.024065355,0.017533935,9636/29126/10148,3,ISG15/CD274/EBI3
GO:0034113,heterotypic cell-cell adhesion,Mar-97,60/18842,0.05,9.712371134,4.862237786,0.003659962,0.024065355,0.017533935,3690/3586/7412,3,ITGB3/IL10/VCAM1
GO:0048259,regulation of receptor-mediated endocytosis,Apr-97,123/18842,0.032520325,6.316989355,4.255711158,0.003754701,0.024614154,0.017933788,3690/1236/3084/7422,4,ITGB3/CCR7/NRG1/VEGFA
GO:0003159,morphogenesis of an endothelium,Feb-97,18/18842,0.111111111,21.58304696,6.284707648,0.003803404,0.024710805,0.018004208,3627/54567,2,CXCL10/DLL4
GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",Feb-97,18/18842,0.111111111,21.58304696,6.284707648,0.003803404,0.024710805,0.018004208,3554/3456,2,IL1R1/IFNB1
GO:0061154,endothelial tube morphogenesis,Feb-97,18/18842,0.111111111,21.58304696,6.284707648,0.003803404,0.024710805,0.018004208,3627/54567,2,CXCL10/DLL4
GO:2000351,regulation of endothelial cell apoptotic process,Mar-97,61/18842,0.049180328,9.553151935,4.813121971,0.003835043,0.024842428,0.018100108,3690/958/6347,3,ITGB3/CD40/CCL2
GO:0034762,regulation of transmembrane transport,Jul-97,388/18842,0.018041237,3.504463811,3.585753945,0.003908105,0.025207951,0.018366427,6373/3627/124935/3690/57214/5142/8013,7,CXCL11/CXCL10/SLC43A2/ITGB3/CEMIP/PDE4B/NR4A3
